id_session,session_date,id_user,age,gender,height_m,experience_level,weight_kg,max_bpm,avg_bpm,resting_bpm,session_duration_hours,calories_burned,workout_type,fat_percentage,water_intake_liters,workout_frequency_days_per_week,bmi
211,2026-02-23,210,20,Female,1.79,3.0,104.3,197.0,158.0,72.0,1.3,933.0,Strength,23.4,3.2,2.0,16.4
212,2026-02-23,211,20,Female,1.81,2.0,65.7,189.0,165.0,55.0,1.66,733.0,Strength,35.0,3.5,4.0,25.06
213,2026-02-23,212,20,Female,1.87,3.0,75.8,160.0,163.0,63.0,2.0,988.0,HIIT,23.5,2.7,4.0,12.32
214,2026-02-23,213,20,Female,1.87,,73.5,167.0,145.0,68.0,2.0,1338.0,HIIT,21.9,3.5,3.0,22.35
215,2026-02-23,214,20,Male,1.52,1.0,40.0,192.0,147.0,64.0,3.03,1201.0,HIIT,23.85,6.8,4.0,23.94
216,2026-02-23,215,20,Male,1.52,2.0,43.5,189.0,146.0,63.0,2.0,1213.0,Strength,24.3,2.5,4.0,25.35
217,2026-02-23,216,20,Male,1.62,,59.1,191.0,127.0,54.0,1.02,995.0,,26.2,3.4,3.0,12.46
218,2026-02-23,217,20,Male,1.65,2.0,70.5,179.0,144.0,74.0,0.6,1151.0,Yoga,15.5,3.5,2.0,12.32
219,2026-02-23,218,20,Male,1.66,2.0,57.1,168.0,146.0,74.0,1.17,1040.0,Cardio,24.6,3.5,2.0,17.57
220,2026-02-23,219,20,Male,1.68,1.0,67.65,171.0,144.0,66.0,2.6,2450.0,Yoga,10.25,4.1,4.0,21.68
221,2026-02-23,220,20,Male,1.69,3.0,64.9,187.0,128.0,54.0,0.68,1303.0,Cardio,10.0,3.3,4.0,14.87
222,2026-02-23,221,20,Male,1.73,1.0,115.4,187.0,154.0,63.0,1.12,878.0,Yoga,30.7,3.5,3.0,27.02
223,2026-02-23,222,20,Male,1.74,2.0,75.6,192.0,128.0,72.0,1.86,906.0,Cardio,21.4,3.3,4.0,34.73
224,2026-02-23,223,20,Male,1.78,1.0,40.0,192.0,149.0,57.0,0.93,1075.0,Strength,25.5,1.9,4.0,22.57
225,2026-02-23,224,20,Male,1.8,1.0,52.9,163.0,159.0,57.0,1.45,1117.0,Strength,27.1,3.3,3.0,27.72
226,2026-02-23,225,20,Male,1.81,2.0,40.0,176.0,153.0,70.0,2.19,2003.0,Strength,23.7,5.7,3.0,17.45
227,2026-02-23,226,20,Male,1.84,2.0,67.7,193.0,122.0,66.0,1.19,900.0,Cardio,13.7,3.4,5.0,19.76
228,2026-02-23,227,20,Male,1.85,1.0,66.2,196.0,120.0,58.0,0.84,420.0,HIIT,24.9,1.5,4.0,12.32
229,2026-02-23,228,20,Male,1.85,2.0,95.7,196.0,136.0,58.0,1.44,987.0,HIIT,23.8,1.5,3.0,15.47
230,2026-02-23,229,20,Male,1.91,3.0,87.1,186.0,150.0,51.0,1.39,1431.0,Yoga,27.0,2.8,3.0,21.51
231,2026-02-23,230,20,Male,1.97,1.0,40.0,173.0,133.0,74.0,2.0,916.0,Cardio,18.8,2.3,2.0,13.57
232,2026-02-23,231,20,Male,2.0,2.0,92.8,195.0,154.0,58.0,1.44,676.0,Yoga,24.3,1.5,4.0,16.6
233,2026-02-23,232,21,Female,1.5,1.0,51.6,175.0,149.0,66.0,2.0,863.0,Yoga,25.2,2.0,3.0,24.7
234,2026-02-23,233,21,Female,1.53,3.0,52.7,182.0,134.0,50.0,1.19,1090.0,Strength,31.5,3.4,3.0,25.06
235,2026-02-23,234,21,Female,1.58,1.0,40.0,165.0,134.0,69.0,1.05,624.0,Strength,29.2,1.7,3.0,12.47
236,2026-02-23,235,21,Female,1.61,2.0,68.5,191.0,169.0,74.0,1.18,1278.0,Yoga,19.9,3.1,3.0,18.59
237,2026-02-23,236,21,Female,1.64,1.0,49.2,177.0,164.0,53.0,0.58,1114.0,HIIT,23.3,2.9,3.0,23.08
238,2026-02-23,237,21,Female,1.65,2.0,59.7,191.0,138.0,68.0,0.95,539.0,HIIT,35.0,3.2,4.0,17.55
239,2026-02-23,238,21,Female,1.65,3.0,59.8,162.0,169.0,74.0,1.5,1130.0,Cardio,30.4,3.2,5.0,12.32
240,2026-02-23,239,21,Female,1.67,2.0,80.0,167.0,169.0,57.0,0.94,899.0,\nStrength,29.8,3.1,3.0,17.15
241,2026-02-23,240,21,Female,1.68,1.0,62.1,173.0,158.0,71.0,1.23,1186.0,Yoga,26.4,3.5,4.0,15.6
242,2026-02-23,241,21,Female,1.69,2.0,94.4,197.0,155.0,61.0,1.94,1089.0,Strength,20.7,2.4,,14.52
243,2026-02-23,242,21,Female,1.72,3.0,76.0,196.0,160.0,73.0,1.51,1306.0,Strength,28.8,3.5,3.0,12.32
244,2026-02-23,243,21,Female,1.74,1.0,57.4,179.0,161.0,73.0,2.0,457.0,HIIT,27.7,2.5,3.0,24.67
245,2026-02-23,244,21,Female,1.75,2.0,90.7,190.0,135.0,54.0,1.03,1155.0,Cardio,28.0,2.3,3.0,12.66
246,2026-02-23,245,21,Female,1.78,2.0,121.6,182.0,151.0,50.0,1.81,1242.0,Yoga,21.0,3.5,4.0,16.63
247,2026-02-23,246,21,Female,1.8,1.0,59.25,179.0,145.0,66.0,3.01,1854.0,HIIT,16.95,6.4,3.0,21.09
248,2026-02-23,247,21,Female,1.8,2.0,77.9,199.0,169.0,56.0,1.3,1171.0,Cardio,19.7,3.4,3.0,19.98
249,2026-02-23,248,21,Female,1.81,3.0,42.7,166.0,139.0,71.0,1.42,1044.0,Cardio,26.0,3.2,3.0,12.32
250,2026-02-23,249,21,Female,1.84,3.0,70.5,173.0,127.0,66.0,0.97,1013.0,Cardio,26.7,1.6,5.0,25.59
251,2026-02-23,250,21,Female,1.87,2.0,45.1,192.0,138.0,69.0,1.89,1071.0,,25.8,2.3,5.0,19.64
252,2026-02-23,251,21,Female,1.87,3.0,69.2,168.0,127.0,68.0,1.47,1275.0,Yoga,24.1,2.9,5.0,14.59
253,2026-02-23,252,21,Female,1.88,3.0,87.8,195.0,133.0,74.0,1.95,621.0,HIIT,19.9,3.4,3.0,20.22
254,2026-02-23,253,21,Male,1.52,2.0,76.8,191.0,140.0,66.0,1.08,702.0,Cardio,21.0,3.6,3.0,25.59
255,2026-02-23,254,21,Male,1.54,2.0,56.1,,168.0,52.0,1.34,1083.0,Strength,33.1,2.5,4.0,18.76
256,2026-02-23,255,21,Male,1.54,,69.5,167.0,158.0,72.0,1.28,1044.0,Yoga,27.9,2.9,2.0,14.68
257,2026-02-23,256,21,Male,1.56,2.0,54.7,191.0,157.0,55.0,1.13,682.0,\tCardio,25.2,1.5,4.0,
258,2026-02-23,257,21,Male,1.57,2.0,51.9,170.0,167.0,73.0,1.25,1082.0,Strength,27.5,1.6,3.0,18.89
259,2026-02-23,258,21,Male,1.59,2.0,74.7,161.0,169.0,74.0,1.08,1379.0,Yoga,15.2,2.5,3.0,21.53
260,2026-02-23,259,21,Male,1.62,1.0,100.4,188.0,128.0,73.0,1.4,614.0,Strength,29.3,3.3,2.0,33.21
261,2026-02-23,260,21,Male,1.62,2.0,47.8,173.0,129.0,74.0,1.59,1638.0,HIIT,25.8,2.4,3.0,12.32
262,2026-02-23,261,21,Male,1.69,2.0,66.9,197.0,149.0,74.0,1.37,872.0,Yoga,16.6,2.6,5.0,33.07
263,2026-02-23,262,21,Male,1.7,2.0,91.2,194.0,142.0,62.0,0.91,1090.0,Strength,33.3,3.7,3.0,17.63
264,2026-02-23,263,21,Male,1.71,2.0,62.2,190.0,142.0,58.0,2.0,1757.0,Yoga,18.5,3.1,,16.06
265,2026-02-23,264,21,Male,1.72,3.0,90.1,184.0,138.0,68.0,1.35,1043.0,Yoga,27.1,2.1,4.0,22.34
266,2026-02-23,265,21,Male,1.73,2.0,45.2,198.0,156.0,59.0,1.07,1562.0,Cardio,24.2,2.8,4.0,22.25
267,2026-02-23,266,21,Male,1.74,2.0,86.3,184.0,169.0,61.0,1.85,993.0,Strength,24.9,3.4,2.0,22.21
268,2026-02-23,267,21,Male,1.75,1.0,76.8,166.0,125.0,74.0,1.56,1152.0,Strength,25.1,2.7,3.0,16.66
269,2026-02-23,268,21,Male,1.77,2.0,92.1,175.0,167.0,74.0,1.66,737.0,Cardio,25.3,3.3,4.0,17.16
270,2026-02-23,269,21,Male,1.8,3.0,80.8,195.0,137.0,64.0,1.1,1285.0,Cardio,29.8,2.7,3.0,21.28
271,2026-02-23,270,21,Male,1.83,1.0,81.8,182.0,163.0,53.0,2.0,1159.0,Cardio,29.2,2.7,4.0,22.27
272,2026-02-23,271,21,Male,1.85,1.0,66.6,189.0,121.0,56.0,0.88,993.0,HIIT,13.9,3.4,5.0,12.32
273,2026-02-23,272,21,Male,1.85,2.0,69.4,177.0,153.0,74.0,1.55,879.0,Strength,10.0,2.4,3.0,17.58
274,2026-02-23,273,21,Male,1.86,2.0,86.3,167.0,143.0,73.0,1.26,1783.0,Cardio,27.1,3.1,3.0,12.93
275,2026-02-23,274,21,Male,1.91,2.0,62.3,198.0,141.0,51.0,1.47,1394.0,Yoga,22.7,1.8,3.0,17.4
276,2026-02-23,275,21,Male,1.93,2.0,66.7,175.0,166.0,63.0,1.26,949.0,Yoga,27.8,3.4,2.0,13.53
277,2026-02-23,276,21,Male,2.0,1.0,46.4,198.0,135.0,74.0,1.0,497.0,Cardio,29.7,1.8,2.0,23.07
278,2026-02-23,277,21,nan,1.62,1.0,65.8,172.0,127.0,62.0,1.35,1307.0,Cardio,26.0,3.4,3.0,15.3
279,2026-02-23,278,21,nan,1.77,3.0,105.4,188.0,169.0,72.0,1.45,999.0,Strength,22.5,3.7,3.0,25.09
280,2026-02-23,279,22,Female,1.5,3.0,102.4,173.0,156.0,55.0,1.44,453.0,HIIT,17.5,1.6,4.0,18.23
281,2026-02-23,280,22,Female,1.56,3.0,75.7,194.0,142.0,61.0,1.23,643.0,Strength,28.8,2.3,3.0,13.93
282,2026-02-23,281,22,Female,1.56,,69.3,164.0,136.0,50.0,1.33,1084.0,Yoga,30.7,3.4,3.0,23.56
283,2026-02-23,282,22,Female,1.71,1.0,60.1,198.0,161.0,70.0,1.04,533.0,HIIT,10.3,3.4,5.0,26.74
284,2026-02-23,283,22,Female,1.72,1.0,73.85,182.0,162.0,66.0,2.53,1813.0,Yoga,28.4,7.0,4.0,18.67
285,2026-02-23,284,22,Female,1.72,2.0,103.1,168.0,166.0,59.0,1.07,978.0,HIIT,23.1,1.9,2.0,16.79
286,2026-02-23,285,22,Female,1.73,1.0,53.3,172.0,144.0,71.0,1.1,1235.0,Strength,22.8,2.6,3.0,13.13
287,2026-02-23,286,22,Female,1.75,1.0,40.0,181.0,155.0,50.0,2.0,998.0,Strength,27.0,1.8,,12.82
288,2026-02-23,287,22,Female,1.76,1.0,54.1,178.0,127.0,65.0,1.42,501.0,Strength,29.2,3.7,4.0,22.15
289,2026-02-23,288,22,Female,1.76,2.0,53.5,194.0,137.0,66.0,2.0,1395.0,Strength,13.1,2.3,5.0,17.16
290,2026-02-23,289,22,Female,1.77,3.0,60.8,169.0,130.0,74.0,1.1,1298.0,Cardio,25.4,3.3,2.0,13.58
291,2026-02-23,290,22,Female,1.79,2.0,99.5,186.0,122.0,56.0,1.45,1783.0,Cardio,27.6,3.5,2.0,23.56
292,2026-02-23,291,22,Female,1.8,,81.9,163.0,146.0,74.0,1.15,971.0,HIIT,22.4,2.5,5.0,28.26
293,2026-02-23,292,22,Female,1.81,2.0,71.5,195.0,164.0,51.0,1.52,935.0,Yoga,22.0,2.6,3.0,14.55
294,2026-02-23,293,22,Female,1.83,2.0,53.0,199.0,129.0,74.0,0.88,540.0,Strength,11.9,3.1,4.0,15.29
295,2026-02-23,294,22,Female,1.84,3.0,48.9,185.0,164.0,73.0,1.13,0.0,Yoga,27.0,1.5,3.0,22.64
296,2026-02-23,295,22,Female,1.91,1.0,56.1,167.0,122.0,70.0,1.4,1183.0,Cardio,24.9,2.7,2.0,12.32
297,2026-02-23,296,22,Female,1.93,1.0,86.2,167.0,145.0,62.0,1.74,640.0,Strength,18.6,3.3,3.0,29.48
298,2026-02-23,297,22,Male,1.6,1.0,84.3,173.0,127.0,72.0,0.8,911.0,HIIT,24.0,3.3,5.0,13.86
299,2026-02-23,298,22,Male,1.6,3.0,88.9,182.0,148.0,74.0,1.39,1386.0,HIIT,28.9,2.5,3.0,32.24
300,2026-02-23,299,22,Male,1.62,2.0,129.9,185.0,141.0,52.0,1.62,571.0,Strength,27.2,1.8,4.0,12.32
301,2026-02-23,300,22,Male,1.66,2.0,52.3,190.0,146.0,59.0,0.76,1186.0,Yoga,21.4,3.3,2.0,15.38
302,2026-02-23,301,22,Male,1.66,,78.4,182.0,168.0,70.0,1.67,495.0,Strength,10.0,2.5,3.0,19.29
303,2026-02-23,302,22,Male,1.67,1.0,40.0,162.0,146.0,59.0,1.04,807.0,Strength,24.1,1.5,3.0,13.05
304,2026-02-23,303,22,Male,1.67,2.0,66.0,181.0,122.0,50.0,0.96,912.0,Cardio,26.3,1.5,3.0,15.29
305,2026-02-23,304,22,Male,1.68,2.0,71.1,164.0,160.0,74.0,1.51,955.0,Cardio,10.0,3.3,4.0,16.09
306,2026-02-23,305,22,Male,1.69,2.0,43.3,176.0,158.0,53.0,1.31,500.0,,23.7,1.5,2.0,13.83
307,2026-02-23,306,22,Male,1.71,2.0,71.7,182.0,146.0,65.0,4.0,1773.0,Yoga,23.4,2.4,3.0,13.28
308,2026-02-23,307,22,Male,1.72,2.0,71.0,192.0,128.0,59.0,1.44,1436.0,Cardio,28.5,3.2,3.0,17.82
309,2026-02-23,308,22,Male,1.79,1.0,89.8,179.0,163.0,59.0,2.0,1098.0,Strength,28.2,1.7,3.0,12.32
310,2026-02-23,309,22,Male,1.8,2.0,96.9,163.0,132.0,56.0,0.94,748.0,HIIT,21.7,2.5,4.0,24.29
311,2026-02-23,310,22,Male,1.83,3.0,63.4,196.0,169.0,71.0,1.66,466.0,Cardio,28.0,3.4,2.0,24.61
312,2026-02-23,311,22,Male,1.85,2.0,59.55,187.0,155.0,58.0,3.24,3418.0,Cardio,27.65,5.6,3.0,16.38
313,2026-02-23,312,22,Male,1.85,3.0,63.7,192.0,122.0,53.0,1.06,1032.0,Yoga,24.4,2.5,3.0,13.95
314,2026-02-23,313,22,Male,1.86,1.0,68.4,175.0,129.0,66.0,1.99,895.0,Cardio,20.0,3.6,5.0,16.16
315,2026-02-23,314,22,Male,1.87,1.0,49.6,190.0,137.0,54.0,1.6,1326.0,HIIT,30.5,1.9,5.0,14.25
316,2026-02-23,315,22,Male,1.87,2.0,47.1,165.0,132.0,68.0,0.72,674.0,Strength,31.7,3.2,2.0,34.98
317,2026-02-23,316,22,Male,1.88,1.0,55.0,176.0,131.0,74.0,2.0,1445.0,Yoga,16.3,1.9,,26.04
318,2026-02-23,317,22,Male,1.91,3.0,47.4,161.0,164.0,73.0,2.0,1206.0,Cardio,26.6,3.5,5.0,15.36
319,2026-02-23,318,22,Male,2.0,2.0,58.6,165.0,169.0,57.0,2.0,1402.0,Strength,30.0,3.5,4.0,20.99
320,2026-02-23,319,22,Male,2.0,3.0,64.6,196.0,137.0,73.0,0.85,704.0,HIIT,21.4,2.5,3.0,22.43
321,2026-02-23,320,22,nan,1.8,3.0,69.6,186.0,136.0,73.0,1.37,1081.0,Cardio,28.6,2.0,5.0,21.14
322,2026-02-23,321,23,Female,1.5,1.0,95.6,196.0,152.0,56.0,0.5,639.0,Yoga,25.2,3.2,2.0,13.38
323,2026-02-23,322,23,Female,1.5,2.0,87.0,194.0,145.0,65.0,3.16,1971.0,Yoga,24.55,5.7,4.0,14.0
324,2026-02-23,323,23,Female,1.58,2.0,73.2,175.0,169.0,,1.54,1226.0,HIIT,25.0,2.4,3.0,24.85
325,2026-02-23,324,23,Female,1.62,1.0,59.0,193.0,162.0,56.0,0.0,670.0,Cardio,17.6,1.6,5.0,17.71
326,2026-02-23,325,23,Female,1.63,1.0,69.1,198.0,138.0,57.0,2.0,1549.0,Yoga,21.4,3.3,2.0,31.27
327,2026-02-23,326,23,Female,1.65,2.0,70.5,192.0,162.0,50.0,0.63,1186.0,Cardio,27.1,2.6,2.0,20.02
328,2026-02-23,327,23,Female,1.68,2.0,78.7,191.0,132.0,70.0,1.28,1319.0,,21.1,3.5,2.0,20.39
329,2026-02-23,328,23,Female,1.71,1.0,74.2,199.0,150.0,57.0,1.05,1166.0,Cardio,34.5,3.3,,12.32
330,2026-02-23,329,23,Female,1.73,1.0,67.7,188.0,162.0,54.0,1.76,954.0,Yoga,18.0,3.2,3.0,16.07
331,2026-02-23,330,23,Female,1.73,2.0,69.2,180.0,165.0,70.0,2.0,765.0,HIIT,23.3,1.8,4.0,21.96
332,2026-02-23,331,23,Female,1.74,2.0,68.0,175.0,120.0,68.0,1.01,694.0,HIIT,24.5,3.5,5.0,17.47
333,2026-02-23,332,23,Female,1.75,2.0,40.9,187.0,136.0,50.0,1.14,1135.0,Cardio,24.8,3.4,3.0,12.32
334,2026-02-23,333,23,Female,1.75,,56.8,183.0,149.0,74.0,1.54,926.0,Strength,25.3,2.6,2.0,12.32
335,2026-02-23,334,23,Female,1.76,3.0,40.0,,143.0,71.0,1.08,1442.0,Yoga,25.7,3.3,5.0,12.32
336,2026-02-23,335,23,Female,1.78,2.0,52.6,176.0,169.0,53.0,1.15,1384.0,Cardio,31.1,2.4,3.0,21.08
337,2026-02-23,336,23,Female,1.8,1.0,55.4,164.0,163.0,73.0,1.33,783.0,Strength,27.1,1.5,2.0,18.71
338,2026-02-23,337,23,Female,1.8,,40.0,160.0,136.0,62.0,1.85,1113.0,Strength,16.8,1.7,3.0,16.37
339,2026-02-23,338,23,Female,1.81,2.0,59.6,160.0,146.0,71.0,1.54,1382.0,HIIT,22.6,2.8,5.0,12.32
340,2026-02-23,339,23,Female,1.83,2.0,62.1,168.0,149.0,51.0,1.39,1135.0,Yoga,26.1,2.0,3.0,21.35
341,2026-02-23,340,23,Female,1.85,1.0,58.2,196.0,130.0,57.0,1.36,582.0,HIIT,25.7,1.5,4.0,35.08
342,2026-02-23,341,23,Female,1.86,2.0,52.4,166.0,130.0,59.0,1.53,880.0,Yoga,21.6,1.5,4.0,12.32
343,2026-02-23,342,23,Female,1.88,1.0,60.5,166.0,149.0,63.0,0.0,907.0,Yoga,23.5,3.1,4.0,15.38
344,2026-02-23,343,23,Female,1.89,1.0,40.0,162.0,126.0,60.0,0.74,1237.0,Cardio,24.7,2.9,3.0,17.09
345,2026-02-23,344,23,Female,1.89,2.0,41.5,188.0,129.0,59.0,1.35,532.0,HIIT,27.6,3.4,3.0,20.79
346,2026-02-23,345,23,Female,1.9,1.0,78.2,180.0,131.0,55.0,0.85,888.0,Strength,16.2,2.3,3.0,29.89
347,2026-02-23,346,23,Female,1.92,1.0,51.2,187.0,169.0,55.0,1.1,969.0,Yoga,25.3,2.7,2.0,16.98
348,2026-02-23,347,23,Female,1.97,2.0,56.5,169.0,151.0,56.0,2.0,1380.0,Strength,28.6,2.6,3.0,13.2
349,2026-02-23,348,23,Female,2.0,1.0,88.0,193.0,128.0,70.0,1.24,399.0,HIIT,23.9,2.8,3.0,31.33
350,2026-02-23,349,23,Female,2.0,2.0,58.05,184.0,163.0,60.0,2.53,1598.0,Strength,32.05,5.1,5.0,17.88
351,2026-02-23,350,23,Male,1.5,3.0,107.6,,136.0,71.0,1.53,1062.0,Cardio,10.0,2.3,5.0,23.77
352,2026-02-23,351,23,Male,1.51,1.0,72.9,190.0,164.0,57.0,1.29,925.0,Strength,22.3,1.5,2.0,40.08
353,2026-02-23,352,23,Male,1.56,1.0,71.2,170.0,140.0,68.0,0.79,1014.0,Yoga,21.8,3.5,4.0,13.25
354,2026-02-23,353,23,Male,1.58,1.0,70.17,184.0,142.0,64.0,3.8,2682.0,Strength,24.07,8.1,4.0,15.89
355,2026-02-23,354,23,Male,1.61,1.0,114.9,180.0,120.0,56.0,1.27,891.0,HIIT,28.0,3.3,3.0,22.67
356,2026-02-23,355,23,Male,1.65,2.0,46.7,164.0,159.0,68.0,1.81,1563.0,Yoga,15.8,2.5,4.0,19.8
357,2026-02-23,356,23,Male,1.68,1.0,62.3,167.0,122.0,74.0,1.69,772.0,Cardio,21.1,3.3,,12.98
358,2026-02-23,357,23,Male,1.69,1.0,58.7,189.0,135.0,,1.37,1231.0,Yoga,26.6,3.3,2.0,23.64
359,2026-02-23,358,23,Male,1.7,2.0,48.9,168.0,156.0,65.0,1.4,1776.0,Yoga,32.5,2.1,,21.36
360,2026-02-23,359,23,Male,1.74,1.0,52.3,184.0,122.0,65.0,1.38,915.0,Yoga,10.0,3.5,4.0,18.17
361,2026-02-23,360,23,Male,1.74,2.0,83.0,160.0,120.0,72.0,1.35,1628.0,Yoga,21.0,3.3,5.0,15.13
362,2026-02-23,361,23,Male,1.76,1.0,56.2,195.0,141.0,55.0,1.45,1195.0,HIIT,23.9,3.2,4.0,22.61
363,2026-02-23,362,23,Male,1.77,3.0,71.3,171.0,134.0,50.0,1.34,1239.0,Cardio,35.0,2.5,3.0,18.17
364,2026-02-23,363,23,Male,1.79,2.0,85.1,194.0,138.0,55.0,1.16,829.0,Strength,23.7,2.6,4.0,19.2
365,2026-02-23,364,23,Male,1.8,1.0,82.55,196.0,146.0,66.0,2.0,2043.0,Yoga,23.05,5.8,3.0,16.87
366,2026-02-23,365,23,Male,1.81,2.0,75.9,196.0,125.0,55.0,1.4,1177.0,HIIT,30.0,0.0,3.0,12.32
367,2026-02-23,366,23,Male,1.83,2.0,56.8,197.0,152.0,56.0,1.22,1193.0,Cardio,23.2,1.6,4.0,
368,2026-02-23,367,23,Male,1.87,2.0,57.8,172.0,142.0,54.0,1.46,1741.0,,28.7,3.5,3.0,13.33
369,2026-02-23,368,23,Male,1.87,3.0,40.0,161.0,,74.0,1.5,1200.0,Strength,23.7,3.3,4.0,13.11
370,2026-02-23,369,23,Male,1.88,2.0,117.8,168.0,167.0,55.0,1.35,1259.0,Strength,32.3,1.6,3.0,14.24
371,2026-02-23,370,23,Male,1.96,1.0,47.4,161.0,142.0,65.0,1.18,441.0,Cardio,18.7,1.6,3.0,21.34
372,2026-02-23,371,24,Female,1.58,2.0,74.2,177.0,140.0,71.0,1.28,780.0,Strength,23.6,1.9,4.0,30.92
373,2026-02-23,372,24,Female,1.59,2.0,80.0,198.0,125.0,70.0,1.68,1263.0,,15.3,3.6,3.0,14.62
374,2026-02-23,373,24,Female,1.6,2.0,45.1,195.0,163.0,66.0,2.0,453.0,Cardio,31.2,1.6,2.0,22.88
375,2026-02-23,374,24,Female,1.61,3.0,89.0,,160.0,74.0,1.3,827.0,Yoga,23.8,3.1,3.0,30.63
376,2026-02-23,375,24,Female,1.63,3.0,45.7,199.0,144.0,71.0,0.94,1137.0,Yoga,19.6,1.8,2.0,12.32
377,2026-02-23,376,24,Female,1.65,1.0,86.5,196.0,169.0,59.0,1.08,771.0,Cardio,27.3,2.1,3.0,12.9
378,2026-02-23,377,24,Female,1.67,2.0,102.6,190.0,132.0,73.0,1.41,800.0,Yoga,28.3,1.5,3.0,18.79
379,2026-02-23,378,24,Female,1.68,3.0,59.0,,132.0,56.0,1.17,1186.0,\tCardio,24.2,3.4,3.0,14.37
380,2026-02-23,379,24,Female,1.73,1.0,48.3,193.0,136.0,62.0,1.98,1404.0,Strength,22.0,3.5,3.0,13.22
381,2026-02-23,380,24,Female,1.73,2.0,55.6,175.0,120.0,71.0,1.09,775.0,Yoga,17.2,3.0,4.0,22.74
382,2026-02-23,381,24,Female,1.74,2.0,65.3,178.0,168.0,63.0,1.12,984.0,HIIT,25.6,3.3,4.0,19.87
383,2026-02-23,382,24,Female,1.79,2.0,44.0,193.0,164.0,62.0,1.84,622.0,Strength,26.3,3.5,4.0,14.27
384,2026-02-23,383,24,Female,1.82,2.0,91.5,181.0,149.0,63.0,3.49,2328.0,Strength,21.5,4.5,4.0,18.56
385,2026-02-23,384,24,Female,1.84,1.0,84.5,171.0,128.0,63.0,0.7,1067.0,,32.0,2.4,2.0,12.32
386,2026-02-23,385,24,Female,1.87,1.0,58.5,183.0,128.0,74.0,1.36,1034.0,HIIT,24.8,3.3,4.0,24.49
387,2026-02-23,386,24,Female,1.88,2.0,96.9,181.0,166.0,72.0,1.36,1220.0,Cardio,15.8,3.7,3.0,30.18
388,2026-02-23,387,24,Female,1.92,2.0,47.3,189.0,155.0,74.0,1.4,505.0,HIIT,29.5,3.4,5.0,12.34
389,2026-02-23,388,24,Female,2.0,2.0,50.5,177.0,129.0,70.0,1.33,1213.0,Strength,26.6,0.0,2.0,16.2
390,2026-02-23,389,24,Male,1.51,1.0,47.6,175.0,120.0,70.0,0.78,583.0,Strength,22.6,1.7,5.0,13.71
391,2026-02-23,390,24,Male,1.56,3.0,81.2,182.0,166.0,66.0,1.62,1148.0,Yoga,25.5,2.7,4.0,31.34
392,2026-02-23,391,24,Male,1.57,2.0,95.5,181.0,158.0,67.0,1.47,1609.0,Cardio,32.5,2.0,4.0,26.3
393,2026-02-23,392,24,Male,1.58,1.0,62.5,175.0,137.0,51.0,2.0,1231.0,Strength,32.2,3.6,4.0,36.26
394,2026-02-23,393,24,Male,1.61,2.0,73.0,188.0,131.0,60.0,0.56,864.0,Yoga,27.4,3.6,2.0,12.36
395,2026-02-23,394,24,Male,1.62,3.0,79.0,177.0,169.0,73.0,1.0,887.0,Yoga,25.0,3.5,2.0,12.32
396,2026-02-23,395,24,Male,1.65,1.0,44.3,189.0,129.0,56.0,1.9,972.0,Yoga,27.8,3.3,2.0,15.86
397,2026-02-23,396,24,Male,1.7,1.0,83.4,162.0,169.0,51.0,1.87,879.0,Yoga,26.4,3.3,4.0,21.68
398,2026-02-23,397,24,Male,1.71,1.0,66.15,191.0,138.0,54.0,2.51,2891.0,Strength,29.7,3.3,2.0,17.07
399,2026-02-23,398,24,Male,1.71,2.0,73.1,194.0,155.0,65.0,3.23,2310.0,Cardio,30.95,5.1,2.0,15.39
400,2026-02-23,399,24,Male,1.73,3.0,41.3,180.0,156.0,74.0,1.55,1285.0,HIIT,26.2,3.2,4.0,14.93
401,2026-02-23,400,24,Male,1.74,1.0,80.9,181.0,128.0,61.0,1.19,1705.0,HIIT,10.0,2.7,4.0,12.32
402,2026-02-23,401,24,Male,1.74,3.0,63.6,199.0,135.0,61.0,1.31,486.0,HIIT,26.1,2.2,2.0,25.85
403,2026-02-23,402,24,Male,1.74,,68.3,184.0,161.0,51.0,1.9,566.0,Cardio,27.5,3.5,4.0,16.26
404,2026-02-23,403,24,Male,1.82,1.0,40.0,168.0,120.0,74.0,1.28,303.0,Strength,25.0,3.6,3.0,17.95
405,2026-02-23,404,24,Male,1.83,,64.0,187.0,155.0,74.0,1.79,406.0,Yoga,27.7,1.5,3.0,31.31
406,2026-02-23,405,24,Male,1.84,2.0,65.7,165.0,146.0,74.0,1.59,954.0,Cardio,17.8,2.8,5.0,16.06
407,2026-02-23,406,24,Male,1.87,3.0,70.3,191.0,127.0,62.0,1.75,1285.0,Yoga,23.9,1.5,2.0,14.32
408,2026-02-23,407,24,Male,1.88,1.0,103.6,175.0,154.0,60.0,1.55,436.0,Yoga,20.9,3.2,3.0,13.85
409,2026-02-23,408,24,Male,1.89,2.0,58.8,163.0,150.0,73.0,1.28,800.0,Strength,27.1,2.5,2.0,15.86
410,2026-02-23,409,24,Male,1.9,1.0,87.1,196.0,122.0,51.0,1.42,1153.0,Yoga,27.6,3.3,3.0,36.55
411,2026-02-23,410,24,Male,1.93,1.0,51.7,182.0,158.0,70.0,0.0,1783.0,Yoga,24.4,2.7,2.0,16.29
412,2026-02-23,411,24,Male,2.0,1.0,72.85,187.0,135.0,54.0,2.58,2785.0,Cardio,28.9,4.1,3.0,38.82
